Google service,Service description,Service ID,SKU ID,SKU description,Product taxonomy,Unit description,Per unit quantity,Tiered usage start,List price ($),
Maps,Directions API,B7D9-FDCB-15D8,9407-00C2-CF85,Directions Advanced,Maps Platform > Routes > Directions API > Other,count,1000,0,10.00,
Maps,Directions API,B7D9-FDCB-15D8,9407-00C2-CF85,Directions Advanced,Maps Platform > Routes > Directions API > Other,count,1000,100000,8.00,
Maps,Directions API,B7D9-FDCB-15D8,28A8-3EB4-4595,Directions,Maps Platform > Routes > Directions API > Other,count,1000,0,5.00,
Maps,Directions API,B7D9-FDCB-15D8,28A8-3EB4-4595,Directions,Maps Platform > Routes > Directions API > Other,count,1000,100000,4.00,
Maps,Distance Matrix API,E1D8-71A6-53DE,DFAE-763F-CF6E,Distance Matrix Advanced,Maps Platform > Routes > Distance Matrix API > Other,count,1000,0,10.00,
Maps,Distance Matrix API,E1D8-71A6-53DE,DFAE-763F-CF6E,Distance Matrix Advanced,Maps Platform > Routes > Distance Matrix API > Other,count,1000,100000,8.00,
Maps,Distance Matrix API,E1D8-71A6-53DE,C1B6-FF9D-7700,Distance Matrix,Maps Platform > Routes > Distance Matrix API > Other,count,1000,0,5.00,
Maps,Distance Matrix API,E1D8-71A6-53DE,C1B6-FF9D-7700,Distance Matrix,Maps Platform > Routes > Distance Matrix API > Other,count,1000,100000,4.00,
Maps,Maps Elevation API,11F2-A380-6357,B43B-2A59-C153,Elevation,Maps Platform > Places > Elevation API > Backend,count,1000,0,5.00,
Maps,Maps Elevation API,11F2-A380-6357,B43B-2A59-C153,Elevation,Maps Platform > Places > Elevation API > Backend,count,1000,100000,4.00,
Maps,Geocoding API,0AC2-4B25-C429,BAC8-4E68-E261,Geocoding,Maps Platform > Places > Geocoding API > Backend,count,1000,0,5.00,
Maps,Geocoding API,0AC2-4B25-C429,BAC8-4E68-E261,Geocoding,Maps Platform > Places > Geocoding API > Backend,count,1000,100000,4.00,
Maps,Geolocation API,0245-C3C9-3864,51AF-D64F-9ABD,Geolocation,Maps Platform > Places > Geolocation API > Backend,count,1000,0,5.00,
Maps,Geolocation API,0245-C3C9-3864,51AF-D64F-9ABD,Geolocation,Maps Platform > Places > Geolocation API > Backend,count,1000,100000,4.00,
Maps,Google Maps Mobile SDK,50C8-D359-64EA,C3B5-EBC3-E06C,Map Loads,Maps Platform > Maps > Maps and Street View API > Other,count,1,0,0.00,
Maps,Roads API,3679-7487-549C,6108-C697-9EA5,Roads - Nearest Road,Maps Platform > Routes > Roads API > Other,count,1000,0,10.00,
Maps,Roads API,3679-7487-549C,6108-C697-9EA5,Roads - Nearest Road,Maps Platform > Routes > Roads API > Other,count,1000,100000,8.00,
Maps,Roads API,3679-7487-549C,9806-C277-BCCA,Roads - Route Traveled,Maps Platform > Routes > Roads API > Other,count,1000,0,10.00,
Maps,Roads API,3679-7487-549C,9806-C277-BCCA,Roads - Route Traveled,Maps Platform > Routes > Roads API > Other,count,1000,100000,8.00,
Maps,Maps Static API,CF79-2786-ADFC,3C2D-B525-2E5F,Static Maps,Maps Platform > Maps > Maps Static API > Other,count,1000,0,2.00,
Maps,Maps Static API,CF79-2786-ADFC,3C2D-B525-2E5F,Static Maps,Maps Platform > Maps > Maps Static API > Other,count,1000,100000,1.60,
Maps,Time Zone API,C250-726E-A553,91DF-9B59-4BBD,Time Zone,Maps Platform > Places > Time Zone API > Other,count,1000,0,5.00,
Maps,Time Zone API,C250-726E-A553,91DF-9B59-4BBD,Time Zone,Maps Platform > Places > Time Zone API > Other,count,1000,100000,4.00,
GCP,Prediction,06F5-38F6-036A,9CEC-84E9-0D04,Prediction,GCP > Cloud AI and Industry Solutions > Prediction > Prediction,count,1000,0,0.00,
GCP,Prediction,06F5-38F6-036A,9CEC-84E9-0D04,Prediction,GCP > Cloud AI and Industry Solutions > Prediction > Prediction,count,1000,10000,0.50,
GCP,Prediction,06F5-38F6-036A,A938-DE36-DCCC,Training,GCP > Cloud AI and Industry Solutions > Prediction > Prediction,mebibyte,1,0,0.00,
GCP,Prediction,06F5-38F6-036A,A938-DE36-DCCC,Training,GCP > Cloud AI and Industry Solutions > Prediction > Prediction,mebibyte,1,5,0.002,
GCP,Prediction,06F5-38F6-036A,FF5F-706C-C5C7,Update,GCP > Cloud AI and Industry Solutions > Prediction > Prediction,count,1000,0,0.00,
GCP,Prediction,06F5-38F6-036A,FF5F-706C-C5C7,Update,GCP > Cloud AI and Industry Solutions > Prediction > Prediction,count,1000,10000,0.05,
GCP,Prediction,06F5-38F6-036A,65DA-650D-E77A,Update Training,GCP > Cloud AI and Industry Solutions > Prediction > Prediction,mebibyte,1,0,0.002,
GCP,Translate,1DB1-3CD3-35A3,F960-D3E5-4227,AutoML Translation Model Training Operations,GCP > Cloud AI and Industry Solutions > Translate > AutoML > Training,hour,1,0,45.00,
GCP,Translate,1DB1-3CD3-35A3,2249-8842-F07B,AutoML Translation Online Predictions Operations,GCP > Cloud AI and Industry Solutions > Translate > AutoML > Prediction,count,1000000,0,80.00,
GCP,Translate,1DB1-3CD3-35A3,2249-8842-F07B,AutoML Translation Online Predictions Operations,GCP > Cloud AI and Industry Solutions > Translate > AutoML > Prediction,count,1000000,250000000,60.00,
GCP,Translate,1DB1-3CD3-35A3,2249-8842-F07B,AutoML Translation Online Predictions Operations,GCP > Cloud AI and Industry Solutions > Translate > AutoML > Prediction,count,1000000,2500000000,40.00,
GCP,Translate,1DB1-3CD3-35A3,2249-8842-F07B,AutoML Translation Online Predictions Operations,GCP > Cloud AI and Industry Solutions > Translate > AutoML > Prediction,count,1000000,4000000000,30.00,
GCP,Translate,1DB1-3CD3-35A3,53BA-5E1D-4314,Phrase-Based Translation Model Predictions,GCP > Cloud AI and Industry Solutions > Translate > AutoML > Prediction,byte,1000000,0,20.00,
GCP,Translate,1DB1-3CD3-35A3,D90A-CFB2-7CCD,Neural Translation Model Predictions,GCP > Cloud AI and Industry Solutions > Translate > AutoML > Prediction,count,1000000,0,20.00,
GCP,Translate,1DB1-3CD3-35A3,E205-31DB-F1F4,Neural Translation Model Predictions In Translation V3,GCP > Cloud AI and Industry Solutions > Translate > Other,count,1000000,0,20.00,
GCP,App Engine,F17B-412E-CB64,EF56-1B38-498D,Backend Instances,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,EF56-1B38-498D,Backend Instances,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.05,
GCP,App Engine,F17B-412E-CB64,74C1-6299-8F3E,Backend Instances Osaka,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,74C1-6299-8F3E,Backend Instances Osaka,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.065,
GCP,App Engine,F17B-412E-CB64,B0A7-C18E-CAB2,Backend Instances Seoul,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,B0A7-C18E-CAB2,Backend Instances Seoul,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.065,
GCP,App Engine,F17B-412E-CB64,9E89-C27D-187A,Backend Instances Mumbai,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,9E89-C27D-187A,Backend Instances Mumbai,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.058,
GCP,App Engine,F17B-412E-CB64,2595-C04A-4198,Backend Instances Jakarta,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,2595-C04A-4198,Backend Instances Jakarta,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.0681,
GCP,App Engine,F17B-412E-CB64,30D7-2D7D-A9CC,Backend Instances Sydney,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,30D7-2D7D-A9CC,Backend Instances Sydney,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.068,
GCP,App Engine,F17B-412E-CB64,2239-CA6D-3737,Backend Instances London,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,2239-CA6D-3737,Backend Instances London,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.06,
GCP,App Engine,F17B-412E-CB64,494A-FDA7-F469,Backend Instances Frankfurt,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,494A-FDA7-F469,Backend Instances Frankfurt,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.06,
GCP,App Engine,F17B-412E-CB64,7CE9-0F03-4479,Backend Instances Zurich,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,7CE9-0F03-4479,Backend Instances Zurich,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.065,
GCP,App Engine,F17B-412E-CB64,C491-F798-D2C4,Backend Instances Japan,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,C491-F798-D2C4,Backend Instances Japan,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.065,
GCP,App Engine,F17B-412E-CB64,83DC-A24C-F305,Backend Instances Montreal,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,83DC-A24C-F305,Backend Instances Montreal,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.053,
GCP,App Engine,F17B-412E-CB64,7503-9CDB-5D03,Backend Instances Sao Paulo,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,7503-9CDB-5D03,Backend Instances Sao Paulo,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.075,
GCP,App Engine,F17B-412E-CB64,3F3A-F474-C9D7,Backend Instances Los Angeles,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,3F3A-F474-C9D7,Backend Instances Los Angeles,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.06,
GCP,App Engine,F17B-412E-CB64,8AE1-8EDD-453E,Backend Instances Salt Lake City,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,8AE1-8EDD-453E,Backend Instances Salt Lake City,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.06,
GCP,App Engine,F17B-412E-CB64,5E5F-E0BD-70E5,Backend Instances Las Vegas,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,5E5F-E0BD-70E5,Backend Instances Las Vegas,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.055,
GCP,App Engine,F17B-412E-CB64,6A97-767C-C873,Backend Instances Northern Virginia,GCP > Serverless > GAE > Compute > On Demand,hour,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,6A97-767C-C873,Backend Instances Northern Virginia,GCP > Serverless > GAE > Compute > On Demand,hour,1,9,0.055,
GCP,App Engine,F17B-412E-CB64,308D-D4DA-85C6,GCS Class B Operations,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,308D-D4DA-85C6,GCS Class B Operations,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,FFFD-0A36-22D5,GCS Class B Operations Osaka,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,FFFD-0A36-22D5,GCS Class B Operations Osaka,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,BE2A-13D8-7C12,GCS Class B Operations Seoul,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,BE2A-13D8-7C12,GCS Class B Operations Seoul,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,B745-8503-AFD0,GCS Class B Operations Mumbai,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,B745-8503-AFD0,GCS Class B Operations Mumbai,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,F4B3-4696-A15A,GCS Class B Operations Jakarta,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,F4B3-4696-A15A,GCS Class B Operations Jakarta,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,50AD-DCFE-F379,GCS Class B Operations Sydney,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,50AD-DCFE-F379,GCS Class B Operations Sydney,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,5144-9596-4777,GCS Class B Operations London,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,5144-9596-4777,GCS Class B Operations London,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,08BB-CA81-C0FB,GCS Class B Operations Frankfurt,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,08BB-CA81-C0FB,GCS Class B Operations Frankfurt,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,D72E-6210-4BC3,GCS Class B Operations Zurich,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,D72E-6210-4BC3,GCS Class B Operations Zurich,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,6DDE-A895-4957,GCS Class B Operations Japan,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,6DDE-A895-4957,GCS Class B Operations Japan,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,EDF6-AE2A-F6DE,GCS Class B Operations Montreal,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,EDF6-AE2A-F6DE,GCS Class B Operations Montreal,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,F676-67B0-4878,GCS Class B Operations Sao Paulo,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,F676-67B0-4878,GCS Class B Operations Sao Paulo,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,6C29-2B8A-DAE4,GCS Class B Operations Los Angeles,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,6C29-2B8A-DAE4,GCS Class B Operations Los Angeles,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,A93E-60F0-99C4,GCS Class B Operations Salt Lake City,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,A93E-60F0-99C4,GCS Class B Operations Salt Lake City,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,C4BA-B1D0-5BCF,GCS Class B Operations Las Vegas,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,C4BA-B1D0-5BCF,GCS Class B Operations Las Vegas,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,B8B2-265B-C2AE,GCS Class B Operations Northern Virginia,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,B8B2-265B-C2AE,GCS Class B Operations Northern Virginia,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,50000,0.004,
GCP,App Engine,F17B-412E-CB64,B745-D8AD-6FB2,GCS Class A Operations,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,B745-D8AD-6FB2,GCS Class A Operations,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,14E1-68D9-1B51,GCS Class A Operations Osaka,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,14E1-68D9-1B51,GCS Class A Operations Osaka,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,81C0-DD7B-37EF,GCS Class A Operations Seoul,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,81C0-DD7B-37EF,GCS Class A Operations Seoul,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,1A95-CC20-AA93,GCS Class A Operations Mumbai,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,1A95-CC20-AA93,GCS Class A Operations Mumbai,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,5AD2-6B2F-3B62,GCS Class A Operations Jakarta,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,5AD2-6B2F-3B62,GCS Class A Operations Jakarta,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,2E17-22DF-6BF9,GCS Class A Operations Sydney,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,2E17-22DF-6BF9,GCS Class A Operations Sydney,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,D23C-F36E-5D7C,GCS Class A Operations London,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,D23C-F36E-5D7C,GCS Class A Operations London,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,4140-6A82-F20A,GCS Class A Operations Frankfurt,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,4140-6A82-F20A,GCS Class A Operations Frankfurt,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,BB24-089D-0096,GCS Class A Operations Zurich,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,BB24-089D-0096,GCS Class A Operations Zurich,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,24C3-FFD8-5138,GCS Class A Operations Japan,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,24C3-FFD8-5138,GCS Class A Operations Japan,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,C520-6AD8-0947,GCS Class A Operations Montreal,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,C520-6AD8-0947,GCS Class A Operations Montreal,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,95FC-DB50-D663,GCS Class A Operations Sao Paulo,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,95FC-DB50-D663,GCS Class A Operations Sao Paulo,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,9E91-E14B-EABD,GCS Class A Operations Los Angeles,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,9E91-E14B-EABD,GCS Class A Operations Los Angeles,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,BFB0-477B-B1ED,GCS Class A Operations Salt Lake City,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,BFB0-477B-B1ED,GCS Class A Operations Salt Lake City,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,1C7C-8E77-F45C,GCS Class A Operations Las Vegas,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,1C7C-8E77-F45C,GCS Class A Operations Las Vegas,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,E9AD-A126-4B2B,GCS Class A Operations Northern Virginia,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,0,0.00,
GCP,App Engine,F17B-412E-CB64,E9AD-A126-4B2B,GCS Class A Operations Northern Virginia,GCP > Serverless > GAE > Storage > Ops > GCS,count,10000,20000,0.05,
GCP,App Engine,F17B-412E-CB64,FAE9-ADDD-96F6,GCS Storage,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,FAE9-ADDD-96F6,GCS Storage,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,231A-2C85-8B4F,GCS Storage Osaka,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,231A-2C85-8B4F,GCS Storage Osaka,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,BE5D-A581-73CF,GCS Storage Seoul,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,BE5D-A581-73CF,GCS Storage Seoul,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,EC0D-B9DA-4648,GCS Storage Mumbai,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,EC0D-B9DA-4648,GCS Storage Mumbai,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,3D10-F329-CBE1,GCS Storage Jakarta,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,3D10-F329-CBE1,GCS Storage Jakarta,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.03,
GCP,App Engine,F17B-412E-CB64,7E60-0682-A90B,GCS Storage Sydney,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,7E60-0682-A90B,GCS Storage Sydney,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,EE62-43F8-D131,GCS Storage London,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,EE62-43F8-D131,GCS Storage London,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,A3A9-2ECF-9C0F,GCS Storage Frankfurt,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,A3A9-2ECF-9C0F,GCS Storage Frankfurt,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,0FEA-6745-3F07,GCS Storage Zurich,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,0FEA-6745-3F07,GCS Storage Zurich,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,156F-0997-B8EA,GCS Storage Japan,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,156F-0997-B8EA,GCS Storage Japan,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.03,
GCP,App Engine,F17B-412E-CB64,83AE-1519-CCB0,GCS Storage Montreal,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,83AE-1519-CCB0,GCS Storage Montreal,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,5421-20C5-6AAD,GCS Storage Sao Paulo,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,5421-20C5-6AAD,GCS Storage Sao Paulo,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,44AC-3138-2233,GCS Storage Los Angeles,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,44AC-3138-2233,GCS Storage Los Angeles,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,3977-9BC1-43B4,GCS Storage Salt Lake City,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,3977-9BC1-43B4,GCS Storage Salt Lake City,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,57F7-F8A2-865E,GCS Storage Las Vegas,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,57F7-F8A2-865E,GCS Storage Las Vegas,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,E7CE-6B5A-8CBD,GCS Storage Northern Virginia,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,E7CE-6B5A-8CBD,GCS Storage Northern Virginia,GCP > Serverless > GAE > Storage > GCS,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,5C0D-46EA-CA9B,Blobstore Storage,GCP > Serverless > GAE > Storage,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,5C0D-46EA-CA9B,Blobstore Storage,GCP > Serverless > GAE > Storage,gibibyte month,1,0.166666667,0.026,
GCP,App Engine,F17B-412E-CB64,DE48-82E5-B6DD,Blobstore Storage Osaka,GCP > Serverless > GAE > Storage,gibibyte month,1,0,0.00,
GCP,App Engine,F17B-412E-CB64,DE48-82E5-B6DD,Blobstore Storage Osaka,GCP > Serverless > GAE > Storage,gibibyte month,1,0.166666667,0.026,
