Google service,Service description,Service ID,SKU ID,SKU description,Product taxonomy,Unit description,Per unit quantity,Tiered usage start,List price ($),
GCP,Compute Engine,6F81-5844-456A,0C0E-2689-63CA,Network CDN Cache Fill from North America to China,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,8250-896A-ACB5,Network CDN Cache Fill from North America to Europe,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,AAEB-2D19-B7E5,Network CDN North America Intra-Region Cache Fill,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.01,
GCP,Compute Engine,6F81-5844-456A,2E00-B653-6E99,Network CDN Cache Fill from North America to Oceania,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,A0B3-CD45-6901,Network CDN Cache Fill from North America to Other Destinations,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,5294-9082-88FF,Network CDN Cache Fill from North America to South America,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,AAEE-4BB6-F6E6,Network CDN Cache Fill from Oceania to Asia Pacific,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,BC15-1337-E8DB,Network CDN Cache Fill from Oceania to China,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,76F1-4F7A-5AFD,Network CDN Cache Fill from Oceania to Europe,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,B076-EB56-E9B8,Network CDN Cache Fill from Oceania to North America,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,980C-3535-8A03,Network CDN Oceania Intra-Region Cache Fill,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.02,
GCP,Compute Engine,6F81-5844-456A,9063-045C-CB90,Network CDN Cache Fill from Oceania to Other Destinations,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,6AB9-61CC-9A87,Network CDN Cache Fill from Oceania to South America,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,771B-AFF2-CD82,Network CDN Cache Fill from South America to Asia Pacific,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,144A-5B35-B985,Network CDN Cache Fill from South America to China,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,9428-BC9C-64AE,Network CDN Cache Fill from South America to Europe,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,0C45-D385-C35C,Network CDN Cache Fill from South America to North America,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,85CE-A020-F0BB,Network CDN Cache Fill from South America to Oceania,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,F3F3-97C3-E6EB,Network CDN Cache Fill from South America to Other Destinations,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.04,
GCP,Compute Engine,6F81-5844-456A,47C1-AC47-03DC,Network CDN South America Intra-Region Cache Fill,GCP > Network > Cloud CDN > Cache Fill,gibibyte,1,0,0.02,
GCP,Compute Engine,6F81-5844-456A,02FC-C3E4-9A75,Cloud Interconnect - Egress traffic Asia Pacific,GCP > Network > Interconnect > Dedicated Interconnect > PeeringOrInterconnectEgress,gibibyte,1,0,0.042,
GCP,Compute Engine,6F81-5844-456A,F75A-F7F2-B1D6,Cloud Interconnect - Egress traffic North America/Europe,GCP > Network > Interconnect > Dedicated Interconnect > PeeringOrInterconnectEgress,gibibyte,1,0,0.02,
GCP,Compute Engine,6F81-5844-456A,4383-115C-CF4F,Cloud Interconnect - Egress traffic South America,GCP > Network > Interconnect > Dedicated Interconnect > PeeringOrInterconnectEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,D54A-8942-EFF6,Cloud Interconnect for MPS - Egress traffic Asia Pacific,GCP > Network > Interconnect > Dedicated Interconnect > PeeringOrInterconnectEgress,gibibyte,1,0,0.00,
GCP,Compute Engine,6F81-5844-456A,F20E-F3CD-72DB,Cloud Interconnect for MPS - Egress traffic North America/Europe,GCP > Network > Interconnect > Dedicated Interconnect > PeeringOrInterconnectEgress,gibibyte,1,0,0.00,
GCP,Compute Engine,6F81-5844-456A,05DD-028E-6CDB,Cloud Interconnect for MPS - Egress traffic South America,GCP > Network > Interconnect > Dedicated Interconnect > PeeringOrInterconnectEgress,gibibyte,1,0,0.00,
GCP,Compute Engine,6F81-5844-456A,1388-A5A9-0F6F,Network Vpn Inter Region Egress from APAC to APAC,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,8A8A-1745-1122,Network Vpn Inter Region Egress from APAC to Hong Kong,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,EFF7-3D59-ECB1,Network Vpn Inter Region Egress from APAC to Osaka,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.12,
GCP,Compute Engine,6F81-5844-456A,EFF7-3D59-ECB1,Network Vpn Inter Region Egress from APAC to Osaka,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,1024,0.11,
GCP,Compute Engine,6F81-5844-456A,EFF7-3D59-ECB1,Network Vpn Inter Region Egress from APAC to Osaka,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.08,
GCP,Compute Engine,6F81-5844-456A,189D-BCF2-B8DB,Network Vpn Inter Region Egress from APAC to Seoul,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,45C8-E14F-1E58,Network Vpn Inter Region Egress from APAC to Mumbai,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,4E54-CB47-E8FD,Network Vpn Inter Region Egress from APAC to Jakarta,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.15,
GCP,Compute Engine,6F81-5844-456A,FEB8-E1E1-994D,Network Vpn Inter Region Egress from APAC to Sydney,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.15,
GCP,Compute Engine,6F81-5844-456A,44BE-FBFA-B588,Network Vpn Inter Region Egress from APAC to EMEA,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,3815-1195-1590,Network Vpn Inter Region Egress from APAC to Finland,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,42CF-189D-7D71,Network Vpn Inter Region Egress from APAC to London,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,C576-F41D-95EA,Network Vpn Inter Region Egress from APAC to Frankfurt,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,6538-9331-BDBA,Network Vpn Inter Region Egress from APAC to Netherlands,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,26A2-E65A-B3CE,Network Vpn Inter Region Egress from APAC to Zurich,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,F070-0F7F-8588,Network Vpn Inter Region Egress from APAC to Japan,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,4A7D-5E0C-EA30,Network Vpn Inter Region Egress from APAC to Americas,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,3440-AB22-4D85,Network Vpn Inter Region Egress from APAC to Montreal,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,C54C-6092-6C9B,Network Vpn Inter Region Egress from APAC to Singapore,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,DE58-1415-79E8,Network Vpn Inter Region Egress from APAC to Sao Paulo,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,2447-2209-ED7C,Network Vpn Inter Region Egress from APAC to Los Angeles,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,0906-DB99-B8D2,Network Vpn Inter Region Egress from APAC to Salt Lake City,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,77C2-334A-780F,Network Vpn Inter Region Egress from APAC to Las Vegas,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,84EA-49CB-2DC7,Network Vpn Inter Region Egress from APAC to Virginia,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,2E82-DC73-0E85,Network Vpn Inter Region Egress from Hong Kong to APAC,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,5E6B-907A-7CBF,Network Vpn Inter Region Egress from Hong Kong to Hong Kong,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.12,
GCP,Compute Engine,6F81-5844-456A,5E6B-907A-7CBF,Network Vpn Inter Region Egress from Hong Kong to Hong Kong,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,1024,0.11,
GCP,Compute Engine,6F81-5844-456A,5E6B-907A-7CBF,Network Vpn Inter Region Egress from Hong Kong to Hong Kong,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.08,
GCP,Compute Engine,6F81-5844-456A,440D-0AD8-6A6E,Network Vpn Inter Region Egress from Hong Kong to Osaka,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.12,
GCP,Compute Engine,6F81-5844-456A,440D-0AD8-6A6E,Network Vpn Inter Region Egress from Hong Kong to Osaka,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,1024,0.11,
GCP,Compute Engine,6F81-5844-456A,440D-0AD8-6A6E,Network Vpn Inter Region Egress from Hong Kong to Osaka,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.08,
GCP,Compute Engine,6F81-5844-456A,1D75-FB7A-48E7,Network Vpn Inter Region Egress from Hong Kong to Seoul,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,E7C5-FF02-BDDB,Network Vpn Inter Region Egress from Hong Kong to Mumbai,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,B12F-FD6E-2DB9,Network Vpn Inter Region Egress from Hong Kong to Jakarta,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.15,
GCP,Compute Engine,6F81-5844-456A,0D6E-5956-6D6F,Network Vpn Inter Region Egress from Hong Kong to Sydney,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.15,
GCP,Compute Engine,6F81-5844-456A,5C7B-D4D2-7130,Network Vpn Inter Region Egress from Hong Kong to EMEA,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,FF27-45E7-0D8C,Network Vpn Inter Region Egress from Hong Kong to Finland,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,7771-C2BF-9182,Network Vpn Inter Region Egress from Hong Kong to London,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,03FE-96A1-342D,Network Vpn Inter Region Egress from Hong Kong to Frankfurt,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,8458-AE45-CFB5,Network Vpn Inter Region Egress from Hong Kong to Netherlands,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,6571-D068-E8E2,Network Vpn Inter Region Egress from Hong Kong to Zurich,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,3980-6F30-EB43,Network Vpn Inter Region Egress from Hong Kong to Japan,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,8DC9-F94D-78C4,Network Vpn Inter Region Egress from Hong Kong to Americas,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,8066-299A-C796,Network Vpn Inter Region Egress from Hong Kong to Montreal,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,A9D0-8347-3841,Network Vpn Inter Region Egress from Hong Kong to Singapore,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,34F6-E3BB-7520,Network Vpn Inter Region Egress from Hong Kong to Sao Paulo,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,11B6-8273-6E18,Network Vpn Inter Region Egress from Hong Kong to Los Angeles,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,7772-5D28-3712,Network Vpn Inter Region Egress from Hong Kong to Salt Lake City,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,5A92-5552-2938,Network Vpn Inter Region Egress from Hong Kong to Las Vegas,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,6467-9638-C294,Network Vpn Inter Region Egress from Hong Kong to Virginia,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,8CD9-8B91-7901,Network Vpn Inter Region Egress from Osaka to APAC,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,8CD9-8B91-7901,Network Vpn Inter Region Egress from Osaka to APAC,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,3C73-D374-2E0E,Network Vpn Inter Region Egress from Osaka to Hong Kong,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,3C73-D374-2E0E,Network Vpn Inter Region Egress from Osaka to Hong Kong,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,013C-BA4C-3D43,Network Vpn Inter Region Egress from Osaka to Osaka,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,013C-BA4C-3D43,Network Vpn Inter Region Egress from Osaka to Osaka,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,01B7-BA13-A5C2,Network Vpn Inter Region Egress from Osaka to Seoul,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,A319-CD7C-ECEE,Network Vpn Inter Region Egress from Osaka to Mumbai,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,A319-CD7C-ECEE,Network Vpn Inter Region Egress from Osaka to Mumbai,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,105E-ACFB-4358,Network Vpn Inter Region Egress from Osaka to Jakarta,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.15,
GCP,Compute Engine,6F81-5844-456A,C908-4B51-2652,Network Vpn Inter Region Egress from Osaka to Sydney,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,C908-4B51-2652,Network Vpn Inter Region Egress from Osaka to Sydney,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,CA7C-2919-44F1,Network Vpn Inter Region Egress from Osaka to EMEA,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,CA7C-2919-44F1,Network Vpn Inter Region Egress from Osaka to EMEA,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,E4EF-CE69-46E7,Network Vpn Inter Region Egress from Osaka to Finland,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,E4EF-CE69-46E7,Network Vpn Inter Region Egress from Osaka to Finland,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,2617-7F53-3163,Network Vpn Inter Region Egress from Osaka to London,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,2617-7F53-3163,Network Vpn Inter Region Egress from Osaka to London,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,3A48-546B-16AE,Network Vpn Inter Region Egress from Osaka to Frankfurt,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,3A48-546B-16AE,Network Vpn Inter Region Egress from Osaka to Frankfurt,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,B2D7-F9E9-D07E,Network Vpn Inter Region Egress from Osaka to Netherlands,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,B2D7-F9E9-D07E,Network Vpn Inter Region Egress from Osaka to Netherlands,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,6C4E-967C-7A33,Network Vpn Inter Region Egress from Osaka to Zurich,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,6C4E-967C-7A33,Network Vpn Inter Region Egress from Osaka to Zurich,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,BCAF-3724-1810,Network Vpn Inter Region Egress from Osaka to Japan,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,BCAF-3724-1810,Network Vpn Inter Region Egress from Osaka to Japan,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,D812-5E05-4D82,Network Vpn Inter Region Egress from Osaka to Americas,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,D812-5E05-4D82,Network Vpn Inter Region Egress from Osaka to Americas,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,89FE-F0E7-4082,Network Vpn Inter Region Egress from Osaka to Montreal,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,89FE-F0E7-4082,Network Vpn Inter Region Egress from Osaka to Montreal,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,362D-3398-9CE4,Network Vpn Inter Region Egress from Osaka to Singapore,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,362D-3398-9CE4,Network Vpn Inter Region Egress from Osaka to Singapore,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,A450-2FE3-2602,Network Vpn Inter Region Egress from Osaka to Sao Paulo,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,A450-2FE3-2602,Network Vpn Inter Region Egress from Osaka to Sao Paulo,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,96D9-6E97-7039,Network Vpn Inter Region Egress from Osaka to Los Angeles,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,96D9-6E97-7039,Network Vpn Inter Region Egress from Osaka to Los Angeles,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,C606-625E-270E,Network Vpn Inter Region Egress from Osaka to Salt Lake City,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,BB11-583C-799E,Network Vpn Inter Region Egress from Osaka to Las Vegas,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,BB11-583C-799E,Network Vpn Inter Region Egress from Osaka to Las Vegas,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,3D74-D88C-D4D7,Network Vpn Inter Region Egress from Osaka to Virginia,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.14,
GCP,Compute Engine,6F81-5844-456A,3D74-D88C-D4D7,Network Vpn Inter Region Egress from Osaka to Virginia,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,10240,0.12,
GCP,Compute Engine,6F81-5844-456A,0209-81BB-A68F,Network Vpn Inter Region Egress from Seoul to APAC,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,83EB-9AB5-942A,Network Vpn Inter Region Egress from Seoul to Hong Kong,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,95C2-8295-6591,Network Vpn Inter Region Egress from Seoul to Osaka,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,A579-DADD-B4C4,Network Vpn Inter Region Egress from Seoul to Seoul,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,2FD8-48C0-CD0D,Network Vpn Inter Region Egress from Seoul to Mumbai,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,96D9-FD8E-DAE7,Network Vpn Inter Region Egress from Seoul to Jakarta,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.15,
GCP,Compute Engine,6F81-5844-456A,8345-3441-752F,Network Vpn Inter Region Egress from Seoul to Sydney,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,890C-BCB8-969B,Network Vpn Inter Region Egress from Seoul to EMEA,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,84A2-C916-AAE1,Network Vpn Inter Region Egress from Seoul to Finland,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,4BFA-CEF5-053F,Network Vpn Inter Region Egress from Seoul to London,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,300B-AA93-18C7,Network Vpn Inter Region Egress from Seoul to Frankfurt,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,A16A-A227-1CC9,Network Vpn Inter Region Egress from Seoul to Netherlands,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,5019-8937-C090,Network Vpn Inter Region Egress from Seoul to Zurich,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,B37E-B0AD-5758,Network Vpn Inter Region Egress from Seoul to Japan,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,4444-725C-3426,Network Vpn Inter Region Egress from Seoul to Americas,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,B64F-A84B-2030,Network Vpn Inter Region Egress from Seoul to Montreal,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,F101-133F-6F2C,Network Vpn Inter Region Egress from Seoul to Singapore,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,965B-1338-738E,Network Vpn Inter Region Egress from Seoul to Sao Paulo,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,784E-5CEA-C6C9,Network Vpn Inter Region Egress from Seoul to Los Angeles,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,C266-3F44-C9E4,Network Vpn Inter Region Egress from Seoul to Salt Lake City,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,DADE-DA8C-5A9F,Network Vpn Inter Region Egress from Seoul to Las Vegas,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,F5E3-C4EE-F36F,Network Vpn Inter Region Egress from Seoul to Virginia,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.08,
GCP,Compute Engine,6F81-5844-456A,BB10-5156-3DC0,Network Vpn Inter Region Egress from Mumbai to APAC,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
GCP,Compute Engine,6F81-5844-456A,91C1-8E4B-2E31,Network Vpn Inter Region Egress from Mumbai to Hong Kong,GCP > Network > Cloud VPN > VPNInterregionEgress,gibibyte,1,0,0.05,
